,file,tiny,base,small,medium,large,original_text
0,test_audio/hi/clips/common_voice_hi_26021826.mp3,"sequel film의 pasan nahi, danno wets menu returns hai ik ne kahani. Kongna denot.",CQL Film의 بسند نہیں. TANU VETS MANU RETURNS HAI EK NEI KAHANI. KANGNA TANAUT.,अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अगर अ�,सीक्वल फेल में पसं नहीं तनु वेट्स मनु रिटन्स है एक नहीं कहानी कंगा रनौट,ಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈಈ,"सीक्वल फिल्में पसंद नहीं, 'तनु वेड्स मनु रिटर्न्स' है एक नई कहानी: कंगना रनोट"
0,test_audio/hi/clips/common_voice_hi_26021827.mp3,"Ve hai, sube siraat ne kam karthahi.",वे सुवे से नात तक काम करता है,वहे सुवे से राद तक काम करता है,वह सुवह से राद तक काम करता है।,वह सुभे से राथ तक काम करता है।,वह सुबह से रात तक काम करता है।
0,test_audio/hi/clips/common_voice_hi_26021829.mp3,Sao Karod Krip Club main Shamil Hoi Vika Pata Kud,"100 crore kebh klub mey, shamil huy, dippika paadakhoor",100 करोर की प्कलब में शामिल होई दीपिका पाद़खोड,100 करोड के club में शामिल हुई दीपिका पादपोड।,100 ੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜੜ�,सौ करोड़ के क्लब में शामिल हुई दीपिका पादुकोण
0,test_audio/hi/clips/common_voice_hi_26021855.mp3,"Inau oskopi asape neki koshish kari, par usnayin kar kar dia.",MNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,"मैंने उसको पैसे देने की कोशिष करी, पर उसने इनकार कर दिया.",मैंने उसको पैसे देने की कोशिश करी पर उसने इनकार कर दिया.,मैंने उसको पैसे देने की कोशिष करी पर उसने इनकार कर दिया,मैंने उसको पैसे देने की कोशिश करी पर उसने इनकार कर दिया।
0,test_audio/hi/clips/common_voice_hi_26021857.mp3,Vehe suppose se bilkul vinaigar ta.,vaha hai saapo se bilkul vhee nai gadda,वहें सापो से बिलकुल भी नहीं गरता,वह सापों से बिल्कुल भी नहीं डरता,वह सापों से बिल्कुल भी नहीं दरता।,वह सापोंं से बिलकुल भी नहीं डरता।
0,test_audio/hi/clips/common_voice_hi_26021858.mp3,Tom ko vhepata,τام کو میں پتا تھا,ताम को महे पता था,ताम को महें पता था।,टाम को मैं पता था।,टॉम को वह पता था।
0,test_audio/hi/clips/common_voice_hi_26021859.mp3,"Maaf ki ji, egal. Have you ever been able to do my magic?",ماف کی جیے گا؟ آپ میری ملپ کر سکتے ہیں کیا؟,बच्छाँई बाद़ा प्रदाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई बादाई ब,"माफ कीजीयेगा, आप मेरी मद्द कर सकते हैं क्या?","माफ कीजियेगा, आप मेरी मदब कर सकते हैं क्या?","माफ़ कीजिएगा, आप मेरी मदद कर सकते हैं क्या?"
0,test_audio/hi/clips/common_voice_hi_26021878.mp3,Fave with the RT koyaithu.,"Faye Vidyarthi, Korya Aayu",पे वेद्यार थी कोरी आई हैं,फे विद्यार्थी कोरियाई हैं।,वे विध्यार्थी कोर्याई हैं।,वे विद्यार्थी कोरियाई हैं।
0,test_audio/hi/clips/common_voice_hi_26021880.mp3,My feet are a little dark.,"میری پیٹ میں,thoda dardho raha hai.",मेरी पीट में तोडा दर्द हो रहा है,मेरी पीथ में थोड़ा दर्ध हो रहा है।,मेरी पीट में थोड़ा दर्द हो रहा है।,मेरी पीठ में थोड़ा दर्द हो रहा है।
0,test_audio/hi/clips/common_voice_hi_26021882.mp3,"Delhi, Karnat plays police motiv而 kebab, jappad maghain kebab as naash karat thar.","دلی, کنہڑпلیس میں پلس مٹویڈ کے بعد جفرٹ مارگین کے دو بضماش کے رفتار.",दिल्ली कनार्ट प्लेज में पूलिस मुद्वेड के बाद जपपप्मार गेंके तो बद्माश कि रख्तार,दिल्ली कनाड प्लेज में पूलिस मृद्वेड के बाद जपत मार गैंग के दो बद्माज की रखतार,"दिल्ली, कन्नाड प्लेज में पुलिस मुट्वेड के बाद जपत मार गैंग के दो बद्माश क्रफ्तार",दिल्ली: कनॉट प्लेस में पुलिस मुठभेड़ के बाद झपटमार गैंग के दो बदमाश गिरफ्तार
0,test_audio/hi/clips/common_voice_hi_26021883.mp3,Resson barco ninoa kela ver,वे आवम बार को निए वाँवा वाँवा,बैस वंबार्को निगोर्क्या लगया,वैसोंबार को नियोर्क जाला गया.,वैं सोमबार को न्यूयोर्ट चला गया।,वह सोमवार को न्यूयॉर्क चला गया।
